"","LSOA11CD","BodyType","Keepership","LicenceStatus","2024 Q4"
"13992","E01013508","Cars","Total","Licensed","533"
"13993","E01013509","Cars","Total","Licensed","836"
"13994","E01013510","Cars","Total","Licensed","650"
"13995","E01013511","Cars","Total","Licensed","821"
"13996","E01013512","Cars","Total","Licensed","629"
"13997","E01013513","Cars","Total","Licensed","555"
"13998","E01013514","Cars","Total","Licensed","879"
"13999","E01013515","Cars","Total","Licensed","1016"
"14000","E01013517","Cars","Total","Licensed","699"
"14001","E01013518","Cars","Total","Licensed","815"
"14002","E01013519","Cars","Total","Licensed","820"
"14003","E01013520","Cars","Total","Licensed","1123"
"14004","E01013521","Cars","Total","Licensed","567"
"14005","E01013522","Cars","Total","Licensed","492"
"14006","E01013523","Cars","Total","Licensed","690"
"14007","E01013524","Cars","Total","Licensed","357"
"14008","E01013525","Cars","Total","Licensed","856"
"14009","E01013526","Cars","Total","Licensed","911"
"14010","E01013527","Cars","Total","Licensed","809"
"14011","E01013528","Cars","Total","Licensed","686"
"14012","E01013529","Cars","Total","Licensed","922"
"14013","E01013530","Cars","Total","Licensed","1175"
"14014","E01013531","Cars","Total","Licensed","673"
"14015","E01013532","Cars","Total","Licensed","656"
"14016","E01013533","Cars","Total","Licensed","525"
"14017","E01013534","Cars","Total","Licensed","805"
"14018","E01013535","Cars","Total","Licensed","495"
"14019","E01013536","Cars","Total","Licensed","4780"
"14020","E01013537","Cars","Total","Licensed","811"
"14021","E01013538","Cars","Total","Licensed","684"
"14022","E01013539","Cars","Total","Licensed","1277"
"14023","E01013540","Cars","Total","Licensed","976"
"14024","E01013541","Cars","Total","Licensed","807"
"14025","E01013542","Cars","Total","Licensed","1047"
"14026","E01013543","Cars","Total","Licensed","920"
"14027","E01013544","Cars","Total","Licensed","1122"
"14028","E01013545","Cars","Total","Licensed","797"
"14029","E01013546","Cars","Total","Licensed","913"
"14030","E01013547","Cars","Total","Licensed","523"
"14031","E01013548","Cars","Total","Licensed","674"
"14032","E01013549","Cars","Total","Licensed","650"
"14033","E01013550","Cars","Total","Licensed","456"
"14034","E01013551","Cars","Total","Licensed","401"
"14035","E01013552","Cars","Total","Licensed","695"
"14036","E01013553","Cars","Total","Licensed","729"
"14037","E01013554","Cars","Total","Licensed","573"
"14038","E01013555","Cars","Total","Licensed","1296"
"14039","E01013556","Cars","Total","Licensed","772"
"14040","E01013557","Cars","Total","Licensed","720"
"14041","E01013558","Cars","Total","Licensed","1230"
"14042","E01013559","Cars","Total","Licensed","702"
"14043","E01013560","Cars","Total","Licensed","905"
"14044","E01013561","Cars","Total","Licensed","791"
"14045","E01013562","Cars","Total","Licensed","697"
"14046","E01013563","Cars","Total","Licensed","704"
"14047","E01013564","Cars","Total","Licensed","1620"
"14048","E01013565","Cars","Total","Licensed","640"
"14049","E01013566","Cars","Total","Licensed","621"
"14050","E01013567","Cars","Total","Licensed","628"
"14051","E01013568","Cars","Total","Licensed","649"
"14052","E01013569","Cars","Total","Licensed","607"
"14053","E01013570","Cars","Total","Licensed","651"
"14054","E01013571","Cars","Total","Licensed","690"
"14055","E01013572","Cars","Total","Licensed","751"
"14056","E01013573","Cars","Total","Licensed","777"
"14057","E01013574","Cars","Total","Licensed","1142"
"14058","E01013575","Cars","Total","Licensed","792"
"14059","E01013576","Cars","Total","Licensed","829"
"14060","E01013577","Cars","Total","Licensed","906"
"14061","E01013578","Cars","Total","Licensed","792"
"14062","E01013579","Cars","Total","Licensed","789"
"14063","E01013580","Cars","Total","Licensed","794"
"14064","E01013581","Cars","Total","Licensed","663"
"14065","E01013582","Cars","Total","Licensed","689"
"14066","E01013583","Cars","Total","Licensed","530"
"14067","E01013584","Cars","Total","Licensed","707"
"14068","E01013585","Cars","Total","Licensed","720"
"14069","E01013586","Cars","Total","Licensed","577"
"14070","E01013587","Cars","Total","Licensed","785"
"14071","E01013588","Cars","Total","Licensed","634"
"14072","E01013589","Cars","Total","Licensed","909"
"14073","E01013590","Cars","Total","Licensed","776"
"14074","E01013591","Cars","Total","Licensed","635"
"14075","E01013592","Cars","Total","Licensed","700"
"14076","E01013593","Cars","Total","Licensed","765"
"14077","E01013594","Cars","Total","Licensed","745"
"14078","E01013595","Cars","Total","Licensed","1300"
"14079","E01013596","Cars","Total","Licensed","813"
"14080","E01013597","Cars","Total","Licensed","669"
"14081","E01013598","Cars","Total","Licensed","740"
"14082","E01013599","Cars","Total","Licensed","803"
"14083","E01013600","Cars","Total","Licensed","679"
"14084","E01013601","Cars","Total","Licensed","653"
"14085","E01013602","Cars","Total","Licensed","704"
"14086","E01013603","Cars","Total","Licensed","569"
"14087","E01013604","Cars","Total","Licensed","668"
"14088","E01013605","Cars","Total","Licensed","779"
"14089","E01013606","Cars","Total","Licensed","858"
"14090","E01013607","Cars","Total","Licensed","29723"
"14091","E01013608","Cars","Total","Licensed","700"
"14092","E01013609","Cars","Total","Licensed","882"
"14093","E01013610","Cars","Total","Licensed","699"
"14094","E01013611","Cars","Total","Licensed","785"
"14095","E01013612","Cars","Total","Licensed","823"
"14096","E01013613","Cars","Total","Licensed","710"
"14097","E01013614","Cars","Total","Licensed","807"
"14098","E01013615","Cars","Total","Licensed","954"
"14099","E01013616","Cars","Total","Licensed","756"
"14100","E01013617","Cars","Total","Licensed","1247"
"14101","E01013618","Cars","Total","Licensed","669"
"14102","E01013619","Cars","Total","Licensed","578"
"14103","E01013620","Cars","Total","Licensed","598"
"14104","E01013621","Cars","Total","Licensed","1022"
"14105","E01013622","Cars","Total","Licensed","550"
"14106","E01013623","Cars","Total","Licensed","1013"
"14107","E01013624","Cars","Total","Licensed","550"
"14108","E01013625","Cars","Total","Licensed","522"
"14109","E01013626","Cars","Total","Licensed","528"
"14110","E01013627","Cars","Total","Licensed","549"
"14111","E01013628","Cars","Total","Licensed","653"
"14112","E01013629","Cars","Total","Licensed","671"
"14113","E01013630","Cars","Total","Licensed","507"
"14114","E01013631","Cars","Total","Licensed","631"
"14115","E01013632","Cars","Total","Licensed","563"
"14116","E01013633","Cars","Total","Licensed","625"
"14117","E01013634","Cars","Total","Licensed","664"
"14118","E01013635","Cars","Total","Licensed","677"
"14119","E01013636","Cars","Total","Licensed","723"
"14120","E01013637","Cars","Total","Licensed","733"
"14121","E01013638","Cars","Total","Licensed","588"
"14122","E01013639","Cars","Total","Licensed","613"
"14123","E01013640","Cars","Total","Licensed","669"
"14124","E01013641","Cars","Total","Licensed","515"
"14125","E01013642","Cars","Total","Licensed","541"
"14126","E01013643","Cars","Total","Licensed","535"
"14127","E01013646","Cars","Total","Licensed","623"
"14128","E01013647","Cars","Total","Licensed","302"
"14129","E01013648","Cars","Total","Licensed","553"
"14130","E01013649","Cars","Total","Licensed","530"
"14131","E01013650","Cars","Total","Licensed","441"
"14132","E01013651","Cars","Total","Licensed","701"
"14133","E01013652","Cars","Total","Licensed","701"
"14134","E01013653","Cars","Total","Licensed","985"
"14135","E01013654","Cars","Total","Licensed","602"
"14136","E01013655","Cars","Total","Licensed","680"
"14137","E01013656","Cars","Total","Licensed","480"
"14138","E01013657","Cars","Total","Licensed","560"
"14139","E01013658","Cars","Total","Licensed","544"
"14140","E01013659","Cars","Total","Licensed","534"
"14141","E01013660","Cars","Total","Licensed","751"
"14142","E01013661","Cars","Total","Licensed","642"
"14143","E01013662","Cars","Total","Licensed","685"
"14144","E01013663","Cars","Total","Licensed","734"
"14145","E01013664","Cars","Total","Licensed","664"
"14146","E01013665","Cars","Total","Licensed","813"
"14147","E01013666","Cars","Total","Licensed","900"
"14148","E01013667","Cars","Total","Licensed","628"
"14149","E01013668","Cars","Total","Licensed","569"
"14150","E01013669","Cars","Total","Licensed","755"
"14151","E01013670","Cars","Total","Licensed","972"
"14152","E01013671","Cars","Total","Licensed","888"
"14153","E01013672","Cars","Total","Licensed","793"
"14154","E01013673","Cars","Total","Licensed","659"
"14155","E01013674","Cars","Total","Licensed","516"
"14156","E01013675","Cars","Total","Licensed","665"
"14157","E01013676","Cars","Total","Licensed","737"
"14158","E01013677","Cars","Total","Licensed","571"
"14159","E01013678","Cars","Total","Licensed","759"
"14160","E01013679","Cars","Total","Licensed","554"
"14161","E01013680","Cars","Total","Licensed","973"
"14162","E01013681","Cars","Total","Licensed","634"
"14163","E01013682","Cars","Total","Licensed","596"
"14164","E01013683","Cars","Total","Licensed","659"
"14165","E01013684","Cars","Total","Licensed","608"
"14166","E01013685","Cars","Total","Licensed","735"
"14167","E01013686","Cars","Total","Licensed","869"
"14168","E01013687","Cars","Total","Licensed","594"
"14169","E01013688","Cars","Total","Licensed","740"
"14170","E01013689","Cars","Total","Licensed","443"
"14171","E01013690","Cars","Total","Licensed","755"
"14172","E01013691","Cars","Total","Licensed","549"
"14173","E01013692","Cars","Total","Licensed","519"
"14174","E01013693","Cars","Total","Licensed","522"
"14175","E01013694","Cars","Total","Licensed","923"
"14176","E01013695","Cars","Total","Licensed","1337"
"14177","E01013696","Cars","Total","Licensed","1234"
"14178","E01013697","Cars","Total","Licensed","1795"
"14179","E01013698","Cars","Total","Licensed","712"
"14180","E01013699","Cars","Total","Licensed","927"
"14181","E01013700","Cars","Total","Licensed","786"
"14182","E01013702","Cars","Total","Licensed","711"
"14183","E01013703","Cars","Total","Licensed","680"
"14184","E01013704","Cars","Total","Licensed","710"
"14185","E01013705","Cars","Total","Licensed","744"
"14186","E01013706","Cars","Total","Licensed","918"
"14187","E01013707","Cars","Total","Licensed","775"
"14188","E01013709","Cars","Total","Licensed","836"
"14189","E01013710","Cars","Total","Licensed","618"
"14190","E01013711","Cars","Total","Licensed","665"
"14191","E01013712","Cars","Total","Licensed","559"
"14192","E01013713","Cars","Total","Licensed","445"
"14193","E01013714","Cars","Total","Licensed","554"
"14194","E01013715","Cars","Total","Licensed","360"
"14195","E01013716","Cars","Total","Licensed","905"
"14196","E01013717","Cars","Total","Licensed","590"
"14197","E01013718","Cars","Total","Licensed","442"
"14198","E01013719","Cars","Total","Licensed","400"
"14199","E01013720","Cars","Total","Licensed","440"
"14200","E01013721","Cars","Total","Licensed","757"
"14201","E01013722","Cars","Total","Licensed","738"
"14202","E01013723","Cars","Total","Licensed","503"
"14203","E01013725","Cars","Total","Licensed","491"
"14204","E01013726","Cars","Total","Licensed","446"
"14205","E01013727","Cars","Total","Licensed","662"
"14206","E01013728","Cars","Total","Licensed","627"
"14207","E01013729","Cars","Total","Licensed","668"
"14208","E01013730","Cars","Total","Licensed","609"
"14209","E01013731","Cars","Total","Licensed","684"
"14210","E01013732","Cars","Total","Licensed","1038"
"14211","E01013733","Cars","Total","Licensed","1282"
"14212","E01013734","Cars","Total","Licensed","694"
"14213","E01013735","Cars","Total","Licensed","583"
"14214","E01013736","Cars","Total","Licensed","1172"
"14215","E01013737","Cars","Total","Licensed","621"
"14216","E01013738","Cars","Total","Licensed","730"
"14217","E01013739","Cars","Total","Licensed","597"
"14218","E01013740","Cars","Total","Licensed","651"
"14219","E01013741","Cars","Total","Licensed","752"
"14220","E01013742","Cars","Total","Licensed","491"
"14221","E01013743","Cars","Total","Licensed","468"
"14222","E01013744","Cars","Total","Licensed","574"
"14223","E01013745","Cars","Total","Licensed","520"
"14224","E01013746","Cars","Total","Licensed","496"
"14225","E01013747","Cars","Total","Licensed","700"
"14226","E01013748","Cars","Total","Licensed","462"
"14227","E01013749","Cars","Total","Licensed","663"
"14228","E01013750","Cars","Total","Licensed","538"
"14229","E01013751","Cars","Total","Licensed","551"
"14230","E01013752","Cars","Total","Licensed","495"
"14231","E01013753","Cars","Total","Licensed","418"
"14232","E01013754","Cars","Total","Licensed","560"
"14233","E01013755","Cars","Total","Licensed","583"
"14234","E01013756","Cars","Total","Licensed","759"
"14235","E01013757","Cars","Total","Licensed","814"
"14236","E01013758","Cars","Total","Licensed","605"
"14237","E01013759","Cars","Total","Licensed","899"
"14238","E01013760","Cars","Total","Licensed","480"
"14239","E01013761","Cars","Total","Licensed","498"
"14240","E01013762","Cars","Total","Licensed","544"
"14241","E01013763","Cars","Total","Licensed","520"
"14242","E01013764","Cars","Total","Licensed","669"
"14243","E01013765","Cars","Total","Licensed","531"
"14244","E01013766","Cars","Total","Licensed","853"
"14245","E01013767","Cars","Total","Licensed","801"
"14246","E01013768","Cars","Total","Licensed","730"
"14247","E01013770","Cars","Total","Licensed","701"
"14248","E01013771","Cars","Total","Licensed","879"
"14249","E01013772","Cars","Total","Licensed","643"
"14250","E01013773","Cars","Total","Licensed","666"
"14251","E01013774","Cars","Total","Licensed","541"
"14252","E01013775","Cars","Total","Licensed","956"
"14253","E01013776","Cars","Total","Licensed","457"
"14254","E01013777","Cars","Total","Licensed","628"
"14255","E01013778","Cars","Total","Licensed","569"
"14256","E01013779","Cars","Total","Licensed","575"
"14257","E01013780","Cars","Total","Licensed","755"
"14258","E01013781","Cars","Total","Licensed","507"
"14259","E01013782","Cars","Total","Licensed","532"
"14260","E01013783","Cars","Total","Licensed","683"
"14261","E01013784","Cars","Total","Licensed","478"
"14262","E01013785","Cars","Total","Licensed","750"
"14263","E01013786","Cars","Total","Licensed","660"
"14264","E01013787","Cars","Total","Licensed","956"
"14265","E01013788","Cars","Total","Licensed","1571"
"14266","E01013789","Cars","Total","Licensed","1018"
"14267","E01013790","Cars","Total","Licensed","906"
"14268","E01013791","Cars","Total","Licensed","688"
"14269","E01013792","Cars","Total","Licensed","1124"
"14270","E01013793","Cars","Total","Licensed","887"
"14271","E01013794","Cars","Total","Licensed","1007"
"14272","E01013795","Cars","Total","Licensed","776"
"14273","E01013796","Cars","Total","Licensed","833"
"14274","E01013797","Cars","Total","Licensed","1177"
"14275","E01013798","Cars","Total","Licensed","731"
"14276","E01013799","Cars","Total","Licensed","735"
"14277","E01013800","Cars","Total","Licensed","834"
"14278","E01013801","Cars","Total","Licensed","2200"
"14279","E01013802","Cars","Total","Licensed","1559"
"14280","E01013803","Cars","Total","Licensed","1219"
"14281","E01013804","Cars","Total","Licensed","1084"
"14282","E01013805","Cars","Total","Licensed","780"
"14283","E01013806","Cars","Total","Licensed","643"
"14284","E01013807","Cars","Total","Licensed","818"
"14285","E01013808","Cars","Total","Licensed","813"
"14286","E01013809","Cars","Total","Licensed","852"
"14287","E01013810","Cars","Total","Licensed","478"
"14288","E01013811","Cars","Total","Licensed","320"
"14289","E01013812","Cars","Total","Licensed","411"
"14290","E01013813","Cars","Total","Licensed","211"
"14291","E01013814","Cars","Total","Licensed","292"
"14292","E01013815","Cars","Total","Licensed","182"
"14293","E01013816","Cars","Total","Licensed","341"
"14294","E01013817","Cars","Total","Licensed","521"
"14295","E01013818","Cars","Total","Licensed","542"
"14296","E01013819","Cars","Total","Licensed","625"
"14297","E01013820","Cars","Total","Licensed","576"
"14298","E01013821","Cars","Total","Licensed","516"
"14299","E01013822","Cars","Total","Licensed","574"
"14300","E01013823","Cars","Total","Licensed","610"
"14301","E01013824","Cars","Total","Licensed","531"
"14302","E01013825","Cars","Total","Licensed","701"
"14303","E01013826","Cars","Total","Licensed","612"
"14304","E01013827","Cars","Total","Licensed","611"
"14305","E01013828","Cars","Total","Licensed","653"
"14306","E01013829","Cars","Total","Licensed","622"
"14307","E01013830","Cars","Total","Licensed","750"
"14308","E01013831","Cars","Total","Licensed","726"
"14309","E01013832","Cars","Total","Licensed","655"
"14310","E01013833","Cars","Total","Licensed","537"
"14311","E01013834","Cars","Total","Licensed","526"
"14312","E01013835","Cars","Total","Licensed","594"
"14313","E01013836","Cars","Total","Licensed","661"
"14314","E01013837","Cars","Total","Licensed","826"
"14315","E01013838","Cars","Total","Licensed","775"
"14316","E01013839","Cars","Total","Licensed","570"
"14317","E01013840","Cars","Total","Licensed","959"
"14318","E01013841","Cars","Total","Licensed","532"
"14319","E01013842","Cars","Total","Licensed","503"
"14320","E01013843","Cars","Total","Licensed","586"
"14321","E01013844","Cars","Total","Licensed","389"
"14322","E01013845","Cars","Total","Licensed","490"
"14323","E01013846","Cars","Total","Licensed","387"
"14324","E01013847","Cars","Total","Licensed","419"
"14325","E01013849","Cars","Total","Licensed","487"
"14326","E01013850","Cars","Total","Licensed","476"
"14327","E01013851","Cars","Total","Licensed","499"
"14328","E01013852","Cars","Total","Licensed","585"
"14329","E01013853","Cars","Total","Licensed","603"
"14330","E01013854","Cars","Total","Licensed","539"
"14331","E01013855","Cars","Total","Licensed","491"
"14332","E01013856","Cars","Total","Licensed","593"
"14333","E01013858","Cars","Total","Licensed","627"
"14334","E01013859","Cars","Total","Licensed","629"
"14335","E01013860","Cars","Total","Licensed","743"
"14336","E01013861","Cars","Total","Licensed","611"
"14337","E01013862","Cars","Total","Licensed","627"
"14338","E01013863","Cars","Total","Licensed","755"
"14339","E01013864","Cars","Total","Licensed","887"
"14340","E01013865","Cars","Total","Licensed","600"
"14341","E01013866","Cars","Total","Licensed","531"
"14342","E01013867","Cars","Total","Licensed","522"
"14343","E01013868","Cars","Total","Licensed","517"
"14344","E01013870","Cars","Total","Licensed","751"
"14345","E01013871","Cars","Total","Licensed","463"
"14346","E01013872","Cars","Total","Licensed","586"
"14347","E01013873","Cars","Total","Licensed","479"
"14348","E01013874","Cars","Total","Licensed","644"
"14349","E01013875","Cars","Total","Licensed","700"
"14350","E01013876","Cars","Total","Licensed","573"
"14351","E01013877","Cars","Total","Licensed","396"
"14352","E01013878","Cars","Total","Licensed","433"
"14353","E01013879","Cars","Total","Licensed","527"
"14354","E01013880","Cars","Total","Licensed","524"
"14355","E01013881","Cars","Total","Licensed","487"
"14356","E01013882","Cars","Total","Licensed","465"
"14357","E01013883","Cars","Total","Licensed","590"
"14358","E01013884","Cars","Total","Licensed","522"
"14359","E01013885","Cars","Total","Licensed","547"
"14360","E01013886","Cars","Total","Licensed","494"
"14361","E01013887","Cars","Total","Licensed","790"
"14362","E01013888","Cars","Total","Licensed","573"
"14363","E01013889","Cars","Total","Licensed","720"
"14364","E01013890","Cars","Total","Licensed","573"
"14365","E01013891","Cars","Total","Licensed","602"
"14366","E01013892","Cars","Total","Licensed","711"
"14367","E01013893","Cars","Total","Licensed","561"
"14368","E01013894","Cars","Total","Licensed","698"
"14369","E01013895","Cars","Total","Licensed","756"
"14370","E01013896","Cars","Total","Licensed","486"
"14371","E01013897","Cars","Total","Licensed","569"
"14372","E01013898","Cars","Total","Licensed","375"
"14373","E01013899","Cars","Total","Licensed","472"
"14374","E01013900","Cars","Total","Licensed","566"
"14375","E01013901","Cars","Total","Licensed","716"
"14376","E01013902","Cars","Total","Licensed","906"
"14377","E01013903","Cars","Total","Licensed","565"
"14378","E01013904","Cars","Total","Licensed","571"
"14379","E01013905","Cars","Total","Licensed","527"
"14380","E01013906","Cars","Total","Licensed","677"
"14381","E01013907","Cars","Total","Licensed","514"
"14382","E01013908","Cars","Total","Licensed","491"
"14383","E01013909","Cars","Total","Licensed","570"
"14384","E01013910","Cars","Total","Licensed","612"
"14385","E01013911","Cars","Total","Licensed","616"
"14386","E01013912","Cars","Total","Licensed","742"
"14387","E01013913","Cars","Total","Licensed","838"
"14388","E01013914","Cars","Total","Licensed","765"
"14389","E01013915","Cars","Total","Licensed","638"
"14390","E01013916","Cars","Total","Licensed","506"
"14391","E01013917","Cars","Total","Licensed","684"
"14392","E01013918","Cars","Total","Licensed","569"
"14393","E01013919","Cars","Total","Licensed","542"
"14394","E01013920","Cars","Total","Licensed","1103"
"14395","E01013921","Cars","Total","Licensed","526"
"14396","E01013924","Cars","Total","Licensed","119"
"14397","E01013926","Cars","Total","Licensed","318"
"14398","E01013928","Cars","Total","Licensed","535"
"14399","E01013929","Cars","Total","Licensed","910"
"14400","E01013930","Cars","Total","Licensed","769"
"14401","E01013931","Cars","Total","Licensed","1050"
"14402","E01013932","Cars","Total","Licensed","1057"
"14403","E01013933","Cars","Total","Licensed","640"
"14404","E01013934","Cars","Total","Licensed","695"
"14405","E01013935","Cars","Total","Licensed","695"
"14406","E01013936","Cars","Total","Licensed","988"
"14407","E01013937","Cars","Total","Licensed","757"
"14408","E01013938","Cars","Total","Licensed","692"
"14409","E01013939","Cars","Total","Licensed","587"
"14410","E01013940","Cars","Total","Licensed","578"
"14411","E01013941","Cars","Total","Licensed","601"
"14412","E01013942","Cars","Total","Licensed","713"
"14413","E01013943","Cars","Total","Licensed","477"
"14414","E01013944","Cars","Total","Licensed","601"
"14415","E01013945","Cars","Total","Licensed","393"
"14416","E01013947","Cars","Total","Licensed","393"
"14417","E01013948","Cars","Total","Licensed","365"
"14418","E01013953","Cars","Total","Licensed","207"
"14419","E01013954","Cars","Total","Licensed","599"
"14420","E01013957","Cars","Total","Licensed","497"
"14421","E01013958","Cars","Total","Licensed","488"
"14422","E01013959","Cars","Total","Licensed","564"
"14423","E01013960","Cars","Total","Licensed","532"
"14424","E01013961","Cars","Total","Licensed","332"
"14425","E01013962","Cars","Total","Licensed","605"
"14426","E01013963","Cars","Total","Licensed","563"
"14427","E01013964","Cars","Total","Licensed","820"
"14428","E01013965","Cars","Total","Licensed","541"
"14429","E01013966","Cars","Total","Licensed","536"
"14430","E01013967","Cars","Total","Licensed","519"
"14431","E01013968","Cars","Total","Licensed","626"
"14432","E01013969","Cars","Total","Licensed","571"
"14433","E01013970","Cars","Total","Licensed","583"
"14434","E01013971","Cars","Total","Licensed","526"
"14435","E01013972","Cars","Total","Licensed","488"
"14436","E01013973","Cars","Total","Licensed","192"
"14437","E01013974","Cars","Total","Licensed","553"
"14438","E01013975","Cars","Total","Licensed","443"
"14439","E01013976","Cars","Total","Licensed","500"
"14440","E01013977","Cars","Total","Licensed","1056"
"14441","E01013978","Cars","Total","Licensed","726"
"14442","E01013979","Cars","Total","Licensed","858"
"14443","E01013980","Cars","Total","Licensed","855"
"14444","E01013981","Cars","Total","Licensed","962"
"14445","E01013982","Cars","Total","Licensed","969"
"14446","E01013983","Cars","Total","Licensed","534"
"14447","E01013984","Cars","Total","Licensed","754"
"14448","E01013985","Cars","Total","Licensed","766"
"14449","E01013986","Cars","Total","Licensed","727"
"14450","E01013987","Cars","Total","Licensed","900"
"14451","E01013988","Cars","Total","Licensed","1009"
"14452","E01013989","Cars","Total","Licensed","616"
"14453","E01013990","Cars","Total","Licensed","1330"
"14454","E01013991","Cars","Total","Licensed","899"
"14455","E01013992","Cars","Total","Licensed","666"
"14456","E01013993","Cars","Total","Licensed","608"
"14457","E01013994","Cars","Total","Licensed","627"
"14458","E01013995","Cars","Total","Licensed","708"
"14459","E01013996","Cars","Total","Licensed","852"
"14460","E01013997","Cars","Total","Licensed","995"
"14461","E01013998","Cars","Total","Licensed","985"
"14462","E01013999","Cars","Total","Licensed","1097"
"14463","E01014000","Cars","Total","Licensed","1047"
"14464","E01014001","Cars","Total","Licensed","1111"
"14465","E01014002","Cars","Total","Licensed","880"
"14466","E01014003","Cars","Total","Licensed","932"
"14467","E01014004","Cars","Total","Licensed","945"
"14468","E01014005","Cars","Total","Licensed","866"
"14469","E01014006","Cars","Total","Licensed","1122"
"14470","E01014007","Cars","Total","Licensed","1889"
"14471","E01014008","Cars","Total","Licensed","1103"
"14472","E01014009","Cars","Total","Licensed","1053"
"14473","E01014010","Cars","Total","Licensed","670"
"14474","E01014011","Cars","Total","Licensed","625"
"14475","E01014012","Cars","Total","Licensed","1118"
"14476","E01014013","Cars","Total","Licensed","970"
"14477","E01014014","Cars","Total","Licensed","1276"
"14478","E01014015","Cars","Total","Licensed","1341"
"14479","E01014016","Cars","Total","Licensed","988"
"14480","E01014017","Cars","Total","Licensed","1045"
"14481","E01014018","Cars","Total","Licensed","1005"
"14482","E01014019","Cars","Total","Licensed","958"
"14483","E01014020","Cars","Total","Licensed","1090"
"14484","E01014021","Cars","Total","Licensed","868"
"14485","E01014022","Cars","Total","Licensed","1398"
"14486","E01014023","Cars","Total","Licensed","1268"
"14487","E01014024","Cars","Total","Licensed","900"
"14488","E01014025","Cars","Total","Licensed","1014"
"14489","E01014026","Cars","Total","Licensed","1657"
"14490","E01014027","Cars","Total","Licensed","949"
"14491","E01014028","Cars","Total","Licensed","1100"
"14492","E01014029","Cars","Total","Licensed","968"
"14493","E01014030","Cars","Total","Licensed","1051"
"14494","E01014031","Cars","Total","Licensed","1167"
"14495","E01014032","Cars","Total","Licensed","1125"
"14496","E01014033","Cars","Total","Licensed","1049"
"14497","E01014034","Cars","Total","Licensed","740"
"14498","E01014035","Cars","Total","Licensed","808"
"14499","E01014036","Cars","Total","Licensed","1271"
"14500","E01014037","Cars","Total","Licensed","848"
"14501","E01014038","Cars","Total","Licensed","751"
"14502","E01014039","Cars","Total","Licensed","1016"
"14503","E01014040","Cars","Total","Licensed","919"
"14504","E01014041","Cars","Total","Licensed","725"
"14505","E01014042","Cars","Total","Licensed","659"
"14506","E01014043","Cars","Total","Licensed","579"
"14507","E01014044","Cars","Total","Licensed","803"
"14508","E01014045","Cars","Total","Licensed","1012"
"14509","E01014046","Cars","Total","Licensed","891"
"14510","E01014047","Cars","Total","Licensed","694"
"14511","E01014048","Cars","Total","Licensed","725"
"14512","E01014049","Cars","Total","Licensed","1062"
"14513","E01014050","Cars","Total","Licensed","1332"
"14514","E01014051","Cars","Total","Licensed","1203"
"14515","E01014052","Cars","Total","Licensed","1090"
"14516","E01014053","Cars","Total","Licensed","1148"
"14517","E01014054","Cars","Total","Licensed","929"
"14518","E01014055","Cars","Total","Licensed","1136"
"14519","E01014056","Cars","Total","Licensed","1069"
"14520","E01014057","Cars","Total","Licensed","1355"
"14521","E01014058","Cars","Total","Licensed","1217"
"14522","E01014059","Cars","Total","Licensed","1383"
"14523","E01014060","Cars","Total","Licensed","1103"
"14524","E01014061","Cars","Total","Licensed","1473"
"14525","E01014062","Cars","Total","Licensed","945"
"14526","E01014063","Cars","Total","Licensed","887"
"14527","E01014064","Cars","Total","Licensed","724"
"14528","E01014065","Cars","Total","Licensed","814"
"14529","E01014066","Cars","Total","Licensed","611"
"14530","E01014067","Cars","Total","Licensed","781"
"14531","E01014068","Cars","Total","Licensed","706"
"14532","E01014069","Cars","Total","Licensed","878"
"14533","E01014070","Cars","Total","Licensed","1172"
"14534","E01014071","Cars","Total","Licensed","538"
"14535","E01014072","Cars","Total","Licensed","912"
"14536","E01014073","Cars","Total","Licensed","696"
"14537","E01014074","Cars","Total","Licensed","572"
"14538","E01014075","Cars","Total","Licensed","889"
"14539","E01014076","Cars","Total","Licensed","863"
"14540","E01014077","Cars","Total","Licensed","832"
"14541","E01014078","Cars","Total","Licensed","634"
"14542","E01014079","Cars","Total","Licensed","1021"
"14543","E01014080","Cars","Total","Licensed","855"
"14544","E01014081","Cars","Total","Licensed","1014"
"14545","E01014082","Cars","Total","Licensed","1205"
"14546","E01014083","Cars","Total","Licensed","901"
"14547","E01014084","Cars","Total","Licensed","967"
"14548","E01014085","Cars","Total","Licensed","690"
"14549","E01014086","Cars","Total","Licensed","511"
"14550","E01014087","Cars","Total","Licensed","757"
"14551","E01014088","Cars","Total","Licensed","711"
"14552","E01014089","Cars","Total","Licensed","677"
"14553","E01014090","Cars","Total","Licensed","779"
"14554","E01014091","Cars","Total","Licensed","844"
"14555","E01014092","Cars","Total","Licensed","791"
"14556","E01014093","Cars","Total","Licensed","744"
"14557","E01014094","Cars","Total","Licensed","746"
"14558","E01014095","Cars","Total","Licensed","677"
"14559","E01014096","Cars","Total","Licensed","1141"
"14560","E01014097","Cars","Total","Licensed","926"
"14561","E01014098","Cars","Total","Licensed","1156"
"14562","E01014099","Cars","Total","Licensed","1274"
"14563","E01014100","Cars","Total","Licensed","1154"
"14564","E01014101","Cars","Total","Licensed","710"
"14565","E01014102","Cars","Total","Licensed","1245"
"14566","E01014103","Cars","Total","Licensed","665"
"14567","E01014104","Cars","Total","Licensed","972"
"14568","E01014105","Cars","Total","Licensed","977"
"14569","E01014106","Cars","Total","Licensed","662"
